method,episode,step,time_h,base_cum,decayed_cum,penalty_cum,base_add,decayed_add,penalty_add
NL-HMARL-AC,0,1,0.0005555555555555556,0,0,0,0,0,0
NL-HMARL-AC,0,2,0.0011111111111111111,0,0,0,0,0,0
NL-HMARL-AC,0,3,0.0016666666666666666,0,0,0,0,0,0
NL-HMARL-AC,0,4,0.0022222222222222222,0,0,0,0,0,0
NL-HMARL-AC,0,5,0.002777777777777778,0,0,0,0,0,0
NL-HMARL-AC,0,6,0.0033333333333333335,0,0,0,0,0,0
NL-HMARL-AC,0,7,0.003888888888888889,0,0,0,0,0,0
NL-HMARL-AC,0,8,0.0044444444444444444,0,0,0,0,0,0
NL-HMARL-AC,0,9,0.005,0,0,0,0,0,0
NL-HMARL-AC,0,10,0.005555555555555556,0,0,0,0,0,0
NL-HMARL-AC,0,11,0.006111111111111111,0,0,0,0,0,0
NL-HMARL-AC,0,12,0.006666666666666667,0,0,0,0,0,0
NL-HMARL-AC,0,13,0.007222222222222223,0,0,0,0,0,0
NL-HMARL-AC,0,14,0.007777777777777778,0,0,0,0,0,0
NL-HMARL-AC,0,15,0.008333333333333333,0,0,0,0,0,0
NL-HMARL-AC,0,16,0.008888888888888889,0,0,0,0,0,0
NL-HMARL-AC,0,17,0.009444444444444445,0,0,0,0,0,0
NL-HMARL-AC,0,18,0.01,0,0,0,0,0,0
NL-HMARL-AC,0,19,0.010555555555555556,0,0,0,0,0,0
NL-HMARL-AC,0,20,0.011111111111111112,0,0,0,0,0,0
NL-HMARL-AC,0,21,0.011666666666666667,0,0,0,0,0,0
NL-HMARL-AC,0,22,0.012222222222222223,0,0,0,0,0,0
NL-HMARL-AC,0,23,0.012777777777777779,0,0,0,0,0,0
NL-HMARL-AC,0,24,0.013333333333333334,0,0,0,0,0,0
NL-HMARL-AC,0,25,0.01388888888888889,0,0,0,0,0,0
NL-HMARL-AC,0,26,0.014444444444444446,0,0,0,0,0,0
NL-HMARL-AC,0,27,0.015000000000000001,0,0,0,0,0,0
NL-HMARL-AC,0,28,0.015555555555555557,0,0,0,0,0,0
NL-HMARL-AC,0,29,0.01611111111111111,0,0,0,0,0,0
NL-HMARL-AC,0,30,0.016666666666666666,0,0,0,0,0,0
NL-HMARL-AC,0,31,0.017222222222222222,0,0,0,0,0,0
NL-HMARL-AC,0,32,0.017777777777777778,0,0,0,0,0,0
NL-HMARL-AC,0,33,0.018333333333333333,0,0,0,0,0,0
NL-HMARL-AC,0,34,0.01888888888888889,0,0,0,0,0,0
