method,episode,step,time_h,base_cum,decayed_cum,penalty_cum,base_add,decayed_add,penalty_add
Return,0,1,0.0005555555555555556,0,0,0,0,0,0
Return,0,2,0.0011111111111111111,0,0,0,0,0,0
Return,0,3,0.0016666666666666666,0,0,0,0,0,0
Return,0,4,0.0022222222222222222,0,0,0,0,0,0
Return,0,5,0.002777777777777778,0,0,0,0,0,0
Return,0,6,0.0033333333333333335,0,0,0,0,0,0
Return,0,7,0.003888888888888889,0,0,0,0,0,0
Return,0,8,0.0044444444444444444,0,0,0,0,0,0
Return,0,9,0.005,0,0,0,0,0,0
Return,0,10,0.005555555555555556,0,0,0,0,0,0
Return,0,11,0.006111111111111111,0,0,0,0,0,0
Return,0,12,0.006666666666666667,0,0,0,0,0,0
Return,0,13,0.007222222222222223,0,0,0,0,0,0
Return,0,14,0.007777777777777778,0,0,0,0,0,0
Return,0,15,0.008333333333333333,0,0,0,0,0,0
Return,0,16,0.008888888888888889,0,0,0,0,0,0
Return,0,17,0.009444444444444445,0,0,0,0,0,0
Return,0,18,0.01,0,0,0,0,0,0
Return,0,19,0.010555555555555556,0,0,0,0,0,0
Return,0,20,0.011111111111111112,0,0,0,0,0,0
Return,0,21,0.011666666666666667,0,0,0,0,0,0
Return,0,22,0.012222222222222223,0,0,0,0,0,0
Return,0,23,0.012777777777777779,0,0,0,0,0,0
Return,0,24,0.013333333333333334,0,0,0,0,0,0
Return,0,25,0.01388888888888889,0,0,0,0,0,0
Return,0,26,0.014444444444444446,0,0,0,0,0,0
Return,0,27,0.015000000000000001,0,0,0,0,0,0
Return,0,28,0.015555555555555557,0,0,0,0,0,0
Return,0,29,0.01611111111111111,0,0,0,0,0,0
Return,0,30,0.016666666666666666,0,0,0,0,0,0
Return,0,31,0.017222222222222222,0,0,0,0,0,0
Return,0,32,0.017777777777777778,0,0,0,0,0,0
Return,0,33,0.018333333333333333,0,0,0,0,0,0
Return,0,34,0.01888888888888889,0,0,0,0,0,0
Return,0,35,0.019444444444444445,0,0,0,0,0,0
Return,0,36,0.02,0,0,0,0,0,0
Return,0,37,0.020555555555555556,0,0,0,0,0,0
Return,0,38,0.021111111111111112,0,0,0,0,0,0
Return,0,39,0.021666666666666667,0,0,0,0,0,0
Return,0,40,0.022222222222222223,0,0,0,0,0,0
Return,0,41,0.02277777777777778,0,0,0,0,0,0
Return,0,42,0.023333333333333334,0,0,0,0,0,0
Return,0,43,0.02388888888888889,0,0,0,0,0,0
Return,0,44,0.024444444444444446,0,0,0,0,0,0
Return,0,45,0.025,0,0,0,0,0,0
Return,0,46,0.025555555555555557,0,0,0,0,0,0
Return,0,47,0.026111111111111113,0,0,0,0,0,0
Return,0,48,0.02666666666666667,0,0,0,0,0,0
Return,0,49,0.027222222222222224,0,0,0,0,0,0
Return,0,50,0.02777777777777778,88,88,0,88,88,0
Return,0,51,0.028333333333333335,88,88,0,0,0,0
Return,0,52,0.02888888888888889,88,88,0,0,0,0
Return,0,53,0.029444444444444447,88,88,0,0,0,0
Return,0,54,0.030000000000000002,88,88,0,0,0,0
Return,0,55,0.030555555555555558,88,88,0,0,0,0
Return,0,56,0.031111111111111114,88,88,0,0,0,0
Return,0,57,0.03166666666666667,88,88,0,0,0,0
Return,0,58,0.03222222222222222,88,88,0,0,0,0
Return,0,59,0.032777777777777774,88,88,0,0,0,0
Return,0,60,0.033333333333333326,88,88,0,0,0,0
Return,0,61,0.03388888888888888,88,88,0,0,0,0
Return,0,62,0.03444444444444443,88,88,0,0,0,0
Return,0,63,0.03499999999999998,88,88,0,0,0,0
Return,0,64,0.035555555555555535,88,88,0,0,0,0
Return,0,65,0.03611111111111109,88,88,0,0,0,0
Return,0,66,0.03666666666666664,88,88,0,0,0,0
Return,0,67,0.03722222222222219,88,88,0,0,0,0
Return,0,68,0.037777777777777743,88,88,0,0,0,0
Return,0,69,0.038333333333333296,88,88,0,0,0,0
Return,0,70,0.03888888888888885,88,88,0,0,0,0
Return,0,71,0.0394444444444444,88,88,0,0,0,0
Return,0,72,0.03999999999999995,88,88,0,0,0,0
Return,0,73,0.040555555555555504,88,88,0,0,0,0
Return,0,74,0.04111111111111106,88,88,0,0,0,0
Return,0,75,0.04166666666666661,88,88,0,0,0,0
Return,0,76,0.04222222222222216,88,88,0,0,0,0
Return,0,77,0.04277777777777771,188,188,0,100,100,0
Return,0,78,0.043333333333333265,188,188,0,0,0,0
Return,0,79,0.04388888888888882,188,188,0,0,0,0
Return,0,80,0.04444444444444437,188,188,0,0,0,0
Return,0,81,0.04499999999999992,188,188,0,0,0,0
Return,0,82,0.045555555555555474,188,188,0,0,0,0
Return,0,83,0.046111111111111026,437,437,0,249,249,0
Return,0,84,0.04666666666666658,437,437,0,0,0,0
Return,0,85,0.04722222222222213,437,437,0,0,0,0
Return,0,86,0.04777777777777768,938,938,0,501,501,0
Return,0,87,0.048333333333333235,938,938,0,0,0,0
Return,0,88,0.04888888888888879,1034,1034,0,96,96,0
Return,0,89,0.04944444444444434,1034,1034,0,0,0,0
Return,0,90,0.04999999999999989,1034,1034,0,0,0,0
Return,0,91,0.050555555555555444,1133,1133,0,99,99,0
Return,0,92,0.051111111111110996,1133,1133,0,0,0,0
Return,0,93,0.05166666666666655,1133,1133,0,0,0,0
