step,manager_loss,worker_loss,step_reward,policy_loss,value_loss,entropy_loss,entropy
3900,,-0.6207683682441711,-1.3849999904632568,,,,
4000,,1.564709186553955,-1.2599999904632568,,,,
4100,,-1.4321377277374268,-1.2897173166275024,,,,
4200,,0.3338913023471832,-1.1299998760223389,,,,
4300,,0.5214752554893494,-1.2711349725723267,,,,
4400,,2.7702748775482178,-1.1799999475479126,,,,
4500,,2.505258321762085,-1.1200001239776611,,,,
4600,,0.22493807971477509,-1.2000000476837158,,,,
4700,,0.751971423625946,-1.244999885559082,,,,
4800,,-0.10810765624046326,-1.3100000619888306,,,,
4900,,-0.1253596544265747,-1.2549998760223389,,,,
5000,-0.029185118153691292,-0.5575780272483826,-1.2699999809265137,-0.0,0.0004983434919267893,-0.029683461412787437,2.968346118927002
5100,,-1.4795109033584595,-1.34499990940094,,,,
5200,,0.8922458291053772,-1.2649999856948853,,,,
5300,,0.9674155712127686,-1.2670249938964844,,,,
5400,,-1.3484026193618774,-1.3199999332427979,,,,
5500,,-1.5299326181411743,-1.3250000476837158,,,,
5600,,1.242920994758606,-1.0800000429153442,,,,
5700,,0.73246169090271,-1.3131866455078125,,,,
5800,,-1.6752744913101196,-1.2850000858306885,,,,
5900,,0.3705718517303467,-1.25,,,,
6000,,-0.652603030204773,-1.2699999809265137,,,,
6100,,0.13488981127738953,-1.284999966621399,,,,
6200,,0.752403736114502,-1.1549999713897705,,,,
6300,,-1.0758241415023804,-1.3300000429153442,,,,
6400,,-0.6917783617973328,-1.2623199224472046,,,,
6500,,-1.5166350603103638,-1.274999976158142,,,,
6600,,1.7867306470870972,-1.2950000762939453,,,,
6700,,-2.5609309673309326,-1.4049999713897705,,,,
6800,,-0.37883877754211426,-1.2549998760223389,,,,
6900,,1.612386703491211,-1.159999966621399,,,,
7000,,1.135238528251648,-1.3149999380111694,,,,
7100,,0.573681652545929,-1.3600000143051147,,,,
7200,,0.03907613456249237,-1.3549998998641968,,,,
7300,,-2.5130481719970703,-1.375,,,,
7400,,-0.07613244652748108,-1.2050000429153442,,,,
7500,,0.2602039575576782,-1.2450001239776611,,,,
7600,0.005204932764172554,-3.0994670391082764,-1.3450000286102295,0.020214557647705078,0.014403711073100567,-0.029413336887955666,2.941333770751953
7700,,0.6782560348510742,-1.2299998998641968,,,,
7800,-0.025502454489469528,1.4947261810302734,-1.1800000667572021,-0.0,0.003911973908543587,-0.029414428398013115,2.9414429664611816
7900,,-0.6338611841201782,-1.2999999523162842,,,,
8000,-0.0162966325879097,3.2170612812042236,-1.2149999141693115,-0.0,0.013377610594034195,-0.029674243181943893,2.9674243927001953
8100,-0.02915927581489086,-0.4979664981365204,-1.3250000476837158,-0.0,0.00023704045452177525,-0.029396316036581993,2.939631700515747
8200,,-1.0782153606414795,-1.3650000095367432,,,,
8300,,-1.7150944471359253,-1.3350000381469727,,,,
8400,,-0.3475615680217743,-1.2964799404144287,,,,
8500,,1.1834688186645508,-1.2450000047683716,,,,
8600,,-2.2827653884887695,-1.2649999856948853,,,,
8700,,-0.7825681567192078,-1.244999885559082,,,,
8800,,0.3634328246116638,-1.2850000858306885,,,,
8900,,-0.05640789121389389,-1.2999999523162842,,,,
9000,,-0.04715210571885109,-1.4950001239776611,,,,
9100,,0.16007958352565765,-1.4950001239776611,,,,
9200,,0.373145192861557,-1.5200001001358032,,,,
9300,,0.14935940504074097,-1.5250002145767212,,,,
9400,,-0.10105906426906586,-1.4900000095367432,,,,
9500,,-0.03801204264163971,-1.4449999332427979,,,,
9600,,0.7264517545700073,-1.2450001239776611,,,,
9700,,-0.4178749620914459,-1.5,,,,
9800,,-0.1099972203373909,-1.4500000476837158,,,,
9900,,-1.1394691467285156,-1.4350000619888306,,,,
10000,,-1.0479825735092163,-1.2315900325775146,,,,
10100,,0.3628986179828644,-1.4800001382827759,,,,
10200,,-0.6883077621459961,-1.3799999952316284,,,,
10300,,0.11425063014030457,-1.4200000762939453,,,,
10400,,-1.3015215396881104,-1.4800000190734863,,,,
10500,,-1.5421069860458374,-1.3199999332427979,,,,
10600,,-0.31132909655570984,-1.3399999141693115,,,,
10700,,2.0991499423980713,-1.2549999952316284,,,,
10800,,0.826693058013916,-1.293639898300171,,,,
10900,,-0.39291560649871826,-1.274999976158142,,,,
11000,,1.6736632585525513,-1.1600000858306885,,,,
11100,0.0029380377382040024,0.7495441436767578,-1.25,-0.0,0.03186946362257004,-0.028931425884366035,2.8931427001953125
11200,-0.014389274641871452,0.42111387848854065,-1.244999885559082,-0.0,0.014530960470438004,-0.028920235112309456,2.8920235633850098
11300,,0.46631303429603577,-1.2599999904632568,,,,
11400,,-2.5318715572357178,-1.4149999618530273,,,,
11500,,-0.7609502673149109,-1.2400000095367432,,,,
11600,,1.0930484533309937,-1.209999918937683,,,,
11700,,-0.8428235650062561,-1.3049999475479126,,,,
11800,-0.018951915204524994,0.9916947484016418,-1.3300000429153442,-0.0,0.009409023448824883,-0.028360938653349876,2.8360939025878906
11900,,-0.2597929835319519,-1.1749999523162842,,,,
12000,,2.023031234741211,-1.2400000095367432,,,,
12100,,0.2704574167728424,-1.2050000429153442,,,,
12200,,-0.33552223443984985,-1.2599999904632568,,,,
12300,,0.9217881560325623,-1.2200000286102295,,,,
12400,,-2.8724331855773926,-1.4583200216293335,,,,
12500,,1.4556838274002075,-1.2299998998641968,,,,
12600,,2.875190258026123,-1.2000000476837158,,,,
12700,,-0.22972498834133148,-1.2599999904632568,,,,
12800,,0.35126250982284546,-1.274999976158142,,,,
12900,,-0.8796537518501282,-1.2349350452423096,,,,
13000,,1.9977304935455322,-1.090000033378601,,,,
13100,,0.2675577402114868,-1.1949999332427979,,,,
13200,,2.0476291179656982,-1.2549999952316284,,,,
13300,,-1.6310967206954956,-1.2549998760223389,,,,
13400,,-1.6569154262542725,-1.2899999618530273,,,,
13500,,-0.8523942828178406,-1.2799999713897705,,,,
13600,,-0.6968705654144287,-1.3450000286102295,,,,
13700,,0.09553404897451401,-1.3300000429153442,,,,
13800,,0.6154242753982544,-1.244999885559082,,,,
13900,,-1.165069818496704,-1.2899999618530273,,,,
14000,-0.02516128122806549,-1.8930574655532837,-1.2599999904632568,-0.0,0.0037532823625952005,-0.028914563357830048,2.891456365585327
14100,,1.715964674949646,-1.1150000095367432,,,,
14200,,-0.5056566596031189,-1.290000081062317,,,,
14300,-0.028013328090310097,0.9172328114509583,-1.2149999141693115,-0.0,0.0003391990903764963,-0.02835252694785595,2.8352527618408203
14400,,-0.15328679978847504,-1.3235599994659424,,,,
14500,,0.828683614730835,-1.2549999952316284,,,,
14600,-0.023681316524744034,-1.2662866115570068,-1.3149999380111694,-0.0,0.002430603140965104,-0.026111919432878494,2.611191987991333
14700,-0.02002580836415291,-0.3243405222892761,-1.3100000619888306,-0.0,0.007447013631463051,-0.02747282199561596,2.7472822666168213
14800,,0.565166711807251,-1.2649999856948853,,,,
14900,,-0.05899076536297798,-1.2850000858306885,,,,
15000,,0.1466275304555893,-1.2799999713897705,,,,
15100,,-3.852247476577759,-1.4350000619888306,,,,
15200,,0.3801678419113159,-1.3049999475479126,,,,
15300,,0.8602412939071655,-1.315000057220459,,,,
15400,,0.05816831812262535,-1.1899999380111694,,,,
15500,,-0.8240165710449219,-1.2999999523162842,,,,
15600,,-0.4453170895576477,-1.2749998569488525,,,,
15700,,1.3284151554107666,-1.1649999618530273,,,,
15800,,1.708207607269287,-1.209999918937683,,,,
15900,,-2.3540890216827393,-1.3549998998641968,,,,
16000,,0.6847420930862427,-1.274999976158142,,,,
16100,-0.0014196895062923431,-1.2849969863891602,-1.3200000524520874,-0.0,0.02149568684399128,-0.022915376350283623,2.2915377616882324
16200,,-0.14127826690673828,-1.2899999618530273,,,,
16300,,-0.4215379059314728,-1.284999966621399,,,,
16400,-0.024393944069743156,2.128200054168701,-1.1800000667572021,-0.0,0.0035732067190110683,-0.027967151254415512,2.796715259552002
16500,,3.3860208988189697,-1.1850000619888306,,,,
16600,,1.8600318431854248,-1.2050000429153442,,,,
16700,,-1.0584681034088135,-1.3199999332427979,,,,
16800,,-1.1437487602233887,-1.274999976158142,,,,
16900,,-0.09097161889076233,-1.2400000095367432,,,,
17000,,-1.0288317203521729,-1.3650001287460327,,,,
17100,,-0.6786459684371948,-1.244999885559082,,,,
17200,,0.2752220034599304,-1.2549998760223389,,,,
17300,,-0.18888862431049347,-1.2850000858306885,,,,
17400,,-1.313986897468567,-1.3149999380111694,,,,
17500,,-0.957281768321991,-1.3200000524520874,,,,
17600,,0.10591854155063629,-1.2450001239776611,,,,
17700,,0.7923408150672913,-1.209999918937683,,,,
17800,0.20693257451057434,-0.14783668518066406,-1.290763258934021,0.2287028580904007,0.005959731992334127,-0.02773001603782177,2.7730016708374023
17900,,-1.3086316585540771,-1.2649999856948853,,,,
18000,,1.6817834377288818,-1.2100000381469727,,,,
18100,,0.44347861409187317,-1.3550001382827759,,,,
18200,,-0.4457656145095825,-1.284999966621399,,,,
18300,,0.7669690847396851,-1.2000000476837158,,,,
18400,,-0.9182714223861694,-1.4100000858306885,,,,
18500,,0.46181532740592957,-1.244999885559082,,,,
18600,,-0.7422435283660889,-1.3149999380111694,,,,
18700,,-0.47148528695106506,-1.284999966621399,,,,
18800,,0.22369664907455444,-1.3350000381469727,,,,
18900,,0.6398591995239258,-1.2700001001358032,,,,
19000,,-0.4415218234062195,-1.274999976158142,,,,
19100,,-2.4466333389282227,-1.2999999523162842,,,,
19200,,-0.8604915738105774,-1.3200000524520874,,,,
19300,,-0.5596240758895874,-1.3749998807907104,,,,
19400,,1.8882124423980713,-1.1652100086212158,,,,
19500,,1.1846483945846558,-1.3499999046325684,,,,
19600,,-3.2063167095184326,-1.3499999046325684,,,,
19700,,3.3967666625976562,-1.1800000667572021,,,,
19800,-0.01572829857468605,-0.39531606435775757,-1.2354799509048462,-0.0,0.008028090000152588,-0.02375638857483864,2.375638961791992
19900,,-1.385369062423706,-1.4399999380111694,,,,
