step,loss,step_reward,policy_loss,value_loss,entropy_loss,entropy
3300,0.0385759137570858,-1.1446866666666666,-0.0,0.0680103600025177,-0.0294344462454319,2.9434447288513184
3400,0.003916360437870026,-1.202245,-0.0,0.03359749913215637,-0.029681138694286346,2.968113899230957
3500,,-1.1316366666666666,,,,
3600,,-1.52495525,,,,
3700,-0.02643933892250061,-1.6062100000000001,-0.0,0.0035123564302921295,-0.02995169535279274,2.9951696395874023
3800,-0.0243047084659338,-1.3350000000000004,-0.0,0.004023464396595955,-0.028328172862529755,2.832817316055298
3900,0.037538446485996246,-1.3250000000000002,-0.0,0.06749403476715088,-0.029955586418509483,2.995558738708496
4000,,-1.4005180000000002,,,,
4100,0.008556041866540909,-1.3700000000000003,-0.0,0.038511428982019424,-0.029955387115478516,2.9955387115478516
4200,,-1.2000000000000002,,,,
4300,,-1.474573,,,,
4400,,-1.5228777500000001,,,,
4500,,-1.6339450000000002,,,,
4600,,-1.3550000000000002,,,,
4700,,-1.5335583333333336,,,,
4800,,-1.44,,,,
4900,,-1.7878683333333332,,,,
5000,-0.028600182384252548,-1.22423,-0.0,0.0012759773526340723,-0.029876159504055977,2.9876160621643066
5100,,-1.3392893333333336,,,,
5200,,-1.5219150000000001,,,,
5300,,-1.5307520000000006,,,,
5400,,-1.3150000000000002,,,,
5500,,-1.435,,,,
5600,,-1.3374900000000003,,,,
5700,0.06092103570699692,-1.1247269999999996,-0.0,0.09075413644313812,-0.029833100736141205,2.9833102226257324
5800,0.03570263087749481,-1.6982986666666668,-0.0,0.06537815928459167,-0.029675526544451714,2.967552661895752
5900,,-1.31,,,,
6000,,-1.395,,,,
6100,,-1.2650873333333335,,,,
6200,,-1.3950000000000002,,,,
6300,,-1.7499766666666665,,,,
6400,-0.026098035275936127,-1.37,-0.0,0.00373460934497416,-0.029832644388079643,2.983264446258545
6500,-0.006683535873889923,-1.3451600000000004,-0.0,0.022310884669423103,-0.028994420543313026,2.899442195892334
6600,,-1.4300000000000004,,,,
6700,0.04521223157644272,-1.63828,-0.0,0.07461793720722198,-0.029405707493424416,2.940570831298828
6800,,-1.36,,,,
6900,,-1.4087438333333338,,,,
7000,,-1.29709,,,,
7100,,-1.3750000000000002,,,,
7200,-0.009640930220484734,-1.3850000000000002,-0.0,0.019166462123394012,-0.028807392343878746,2.880739212036133
7300,,-1.4050000000000002,,,,
7400,,-1.3900000000000001,,,,
7500,,-1.2616233333333335,,,,
7600,,-1.4400000000000002,,,,
7700,-0.0021535567939281464,-1.2750000000000001,-0.0,0.026111513376235962,-0.02826507017016411,2.826507091522217
7800,,-1.32,,,,
7900,-0.020649535581469536,-1.5187666666666668,-0.0,0.0087890625,-0.029438598081469536,2.943859815597534
8000,,-1.3450000000000002,,,,
8100,,-1.3000000000000003,,,,
8200,,-1.4321090000000003,,,,
8300,-0.015780046582221985,-1.7705380000000002,-0.0,0.014172681607306004,-0.029952727258205414,2.9952728748321533
8400,,-1.3850000000000002,,,,
8500,0.05815636366605759,-1.6728450000000001,-0.0,0.08705993741750717,-0.028903573751449585,2.890357494354248
8600,-0.028172139078378677,-1.2750000000000001,-0.0,1.682201400399208e-06,-0.028173821046948433,2.8173820972442627
8700,,-1.27019,,,,
8800,,-1.4853760000000005,,,,
8900,-0.020602138713002205,-1.2950000000000004,-0.0,0.008270516991615295,-0.0288726557046175,2.887265682220459
9000,,-1.3702400000000003,,,,
9100,,-1.4941513333333334,,,,
9200,,-1.3866148333333335,,,,
9300,,-1.8733112500000004,,,,
9400,,-1.4761750000000002,,,,
9500,,-1.3491450000000005,,,,
9600,,-1.2900000000000003,,,,
9700,,-1.2586593333333336,,,,
9800,,-1.5579790000000002,,,,
9900,,-1.3932733333333336,,,,
10000,-0.022433139383792877,-1.3442100000000001,-0.0,0.0063978517428040504,-0.028830990195274353,2.88309907913208
10100,,-1.365,,,,
10200,,-1.295,,,,
10300,,-1.2497840000000002,,,,
10400,0.09476035833358765,-1.2290699999999999,-0.0,0.12418698519468307,-0.02942662686109543,2.9426627159118652
10500,,-1.5720708333333335,,,,
10600,,-1.3750000000000004,,,,
10700,,-1.55082,,,,
10800,,-1.3100000000000003,,,,
10900,-0.027387043461203575,-1.4200000000000004,-0.0,0.0009434691164642572,-0.02833051234483719,2.8330512046813965
11000,,-1.304184,,,,
11100,,-1.5691333333333335,,,,
11200,0.006048846989870071,-1.2700000000000002,-0.0,0.03491063416004181,-0.028861787170171738,2.886178731918335
11300,,-1.5779200000000002,,,,
11400,,-1.2750000000000001,,,,
11500,,-1.3385930000000001,,,,
11600,,-1.3169583333333335,,,,
11700,-0.007177457213401794,-1.2950000000000002,-0.0,0.01989143155515194,-0.027068888768553734,2.7068889141082764
11800,,-1.19,,,,
11900,0.022205611690878868,-1.3050000000000002,-0.0,0.04992295429110527,-0.027717342600226402,2.7717342376708984
12000,,-1.3300000000000003,,,,
12100,,-1.5872840000000001,,,,
12200,,-1.4250000000000003,,,,
12300,0.056552156805992126,-1.271432,-0.0,0.08599169552326202,-0.029439538717269897,2.9439539909362793
12400,-0.029621170833706856,-1.4200000000000004,-0.0,0.0003308206796646118,-0.029951991513371468,2.995199203491211
12500,-0.0266244076192379,-1.4708383333333335,-0.0,0.00010861293412744999,-0.026733020320534706,2.673302173614502
12600,0.05284654721617699,-1.2449999999999999,-0.0,0.08280020207166672,-0.02995365485548973,2.995365619659424
12700,-0.015394746325910091,-1.3030333333333335,-0.0,0.013654344715178013,-0.029049091041088104,2.904909133911133
12800,,-1.4449999999999998,,,,
12900,,-1.4749155000000003,,,,
13000,,-1.2900383333333334,,,,
13100,0.021511519327759743,-1.23551,-0.0,0.05038769915699959,-0.028876179829239845,2.887618064880371
13200,,-1.2562700000000002,,,,
13300,0.0045658890157938,-1.4800000000000004,-0.0,0.03399301692843437,-0.02942712791264057,2.9427127838134766
13400,,-1.3407820000000004,,,,
13500,0.016247713938355446,-1.3250000000000002,-0.0,0.04592210426926613,-0.029674390330910683,2.9674391746520996
13600,,-1.2644300000000004,,,,
13700,-0.01719748228788376,-1.3233514999999998,-0.0,0.012387157417833805,-0.029584640637040138,2.9584641456604004
13800,,-1.435,,,,
13900,,-1.4000880000000002,,,,
14000,,-1.3700000000000006,,,,
14100,,-1.6549559999999996,,,,
14200,,-1.4000000000000001,,,,
14300,,-1.3750000000000004,,,,
14400,,-1.1863560000000004,,,,
14500,0.081642746925354,-1.2,-0.0,0.11074181646108627,-0.02909906953573227,2.909907102584839
14600,,-1.2400000000000002,,,,
14700,,-1.4750846666666668,,,,
14800,,-1.4379333333333335,,,,
14900,-0.02960362285375595,-1.3009988333333333,-0.0,0.00034427642822265625,-0.029947899281978607,2.9947900772094727
15000,,-1.2950000000000002,,,,
15100,,-1.3400000000000003,,,,
15200,,-1.302228,,,,
15300,,-1.4345066666666668,,,,
15400,,-1.4966360000000003,,,,
15500,0.039256736636161804,-1.688896666666667,-0.0,0.06920136511325836,-0.029944628477096558,2.9944629669189453
15600,,-1.2417153333333333,,,,
15700,,-1.2650000000000003,,,,
15800,,-1.5505333333333335,,,,
15900,,-1.3250000000000002,,,,
16000,,-1.54109,,,,
16100,-0.02382398396730423,-1.259197,-0.0,0.005073431879281998,-0.028897415846586227,2.8897416591644287
16200,,-1.2794066666666668,,,,
16300,,-1.3956100000000002,,,,
16400,,-1.5000000000000004,,,,
16500,-0.027711840346455574,-1.3850000000000002,-0.0,0.0011892057955265045,-0.02890104614198208,2.8901047706604004
16600,0.02412130869925022,-1.5289416666666669,-0.0,0.05407668650150299,-0.02995537780225277,2.995537757873535
16700,-0.012423070147633553,-1.234704,-0.0,0.017533935606479645,-0.029957005754113197,2.9957005977630615
16800,,-1.4700000000000002,,,,
16900,-0.01995530165731907,-1.465,-0.0,0.009995117783546448,-0.029950419440865517,2.995042085647583
17000,,-1.4087200000000002,,,,
17100,,-1.3600000000000003,,,,
17200,-0.026734864339232445,-1.4150000000000003,-0.0,0.0024336131755262613,-0.029168477281928062,2.9168477058410645
17300,,-1.3882100000000004,,,,
17400,-0.022687437012791634,-1.368682,-0.0,0.005032215267419815,-0.02771965228021145,2.771965265274048
17500,-0.02630499377846718,-1.3813963333333334,-0.0,0.0007695341482758522,-0.027074526995420456,2.7074527740478516
17600,,-1.4756583333333337,,,,
17700,-0.015514923259615898,-1.375,-0.0,0.013923106715083122,-0.02943802997469902,2.943803071975708
17800,,-1.1868800000000002,,,,
17900,,-1.315,,,,
18000,,-1.12746,,,,
18100,,-1.3734313333333332,,,,
18200,,-1.456372666666667,,,,
18300,,-1.3807799999999997,,,,
18400,,-1.3350000000000004,,,,
18500,,-1.5453675000000002,,,,
18600,,-1.3102000000000003,,,,
18700,-0.02458571270108223,-1.3474100000000002,-0.0,0.005368889309465885,-0.02995460294187069,2.995460271835327
18800,,-1.6344808333333336,,,,
18900,,-1.3000000000000003,,,,
19000,-0.027950461953878403,-1.3800000000000003,-0.0,0.0018476250115782022,-0.02979808673262596,2.979808807373047
19100,,-1.4000000000000004,,,,
19200,,-1.33,,,,
19300,0.0022900328040122986,-1.4633100000000003,-0.0,0.03201945871114731,-0.02972942590713501,2.972942590713501
19400,,-1.4438090000000003,,,,
19500,,-1.2996080000000003,,,,
19600,-0.029266372323036194,-1.2887466666666667,-0.0,8.24278686195612e-05,-0.02934879995882511,2.934880018234253
19700,-0.02984805405139923,-1.3450000000000002,-0.0,2.7073780074715614e-05,-0.029875127598643303,2.9875128269195557
19800,,-1.4909466666666666,,,,
19900,,-1.0982183333333333,,,,
