step,loss,step_reward,policy_loss,value_loss,entropy_loss,entropy
0,0.07017583400011063,0.5979999999999998,-0.0,0.17433927953243256,-0.10416344553232193,1.302043080329895
50,-0.17707809805870056,0.35055999999999987,-0.0,0.05831598490476608,-0.23539409041404724,2.9424262046813965
100,3.7368898391723633,2.841479999999999,-0.0,3.970628023147583,-0.2337382286787033,2.9217278957366943
150,,0.578,,,,
200,,0.6038799999999999,,,,
250,,0.3079999999999998,,,,
300,3.2776286602020264,2.8679999999999977,-0.0,3.2776286602020264,0.0,-0.0
350,,0.4614799999999999,,,,
400,,0.8254999999999999,,,,
450,,2.140066666666668,,,,
500,0.1213424950838089,2.3406400000000027,0.0,0.1710004061460495,-0.0496579110622406,0.6207239031791687
550,,0.6253599999999997,,,,
600,-0.16709613800048828,0.28799999999999976,-0.0,0.007382749114185572,-0.17447888851165771,2.180986166000366
650,,0.5229999999999998,,,,
700,,0.4054999999999998,,,,
750,,0.2155000000000001,,,,
800,0.14713838696479797,3.1229999999999984,-0.0,0.14713838696479797,-6.935318737211308e-22,8.669148472001232e-21
850,0.05852212756872177,0.5204599999999998,-0.0,0.05852212756872177,0.0,-0.0
900,0.0014325156807899475,0.44863999999999987,-0.0,0.09828714281320572,-0.09685462713241577,1.2106828689575195
950,0.10233642905950546,0.48299999999999976,-0.0,0.10233642905950546,0.0,-0.0
1000,-0.16662250459194183,0.32299999999999995,0.0,0.06251361966133118,-0.229136124253273,2.864201545715332
1050,-0.2023523598909378,0.9626999999999996,0.0,0.03667190298438072,-0.23902426660060883,2.9878034591674805
1100,0.8911404609680176,2.248000000000002,-0.0,0.9388614296913147,-0.047720957547426224,0.596511960029602
1150,-0.04845733195543289,0.5029999999999999,0.0,0.07569906115531921,-0.1241563931107521,1.551954984664917
1200,,0.3629999999999999,,,,
1250,-0.15629366040229797,0.398,0.0,0.08231819421052933,-0.2386118620634079,2.9826483726501465
1300,,0.7677799999999999,,,,
1350,,0.29300000000000004,,,,
1400,,0.13300000000000006,,,,
1450,,1.4537799999999987,,,,
1500,0.24291542172431946,1.453346666666667,-0.0,0.3423081636428833,-0.09939273446798325,1.2424092292785645
1550,-0.07592275738716125,0.31300000000000006,0.0,0.052823904901742935,-0.1287466585636139,1.6093332767486572
1600,,0.40800000000000003,,,,
1650,,3.3451600000000012,,,,
1700,0.14011210203170776,0.068,-0.0,0.25980547070503235,-0.11969336867332458,1.4961671829223633
1750,-0.15902715921401978,0.34804,0.0,0.08053862303495407,-0.23956577479839325,2.994572162628174
1800,0.12987466156482697,1.8361299999999996,0.0,0.3464237153530121,-0.21654905378818512,2.7068631649017334
1850,,0.5555000000000001,,,,
1900,-0.17090559005737305,0.39300000000000007,0.0,0.06871096789836884,-0.23961655795574188,2.9952070713043213
