step,epsilon,loss,step_reward,avg_reward_ema,q_up,q_down,q_left,q_right,q_idle,q_pick,q_drop
130000,0.051428210103781964,0.00031609798315912485,-5.25,-5.250000092109987,-1.0488712787628174,-1.054933786392212,-1.0545986890792847,-1.0557407140731812,-1.0478143692016602,-0.7513810396194458,-0.8666322827339172
131000,0.05135855547508662,0.006161969155073166,-5.25,-5.517319050031279,-1.0422570705413818,-1.2431468963623047,-1.3381662368774414,-1.3549208641052246,-1.2600023746490479,-0.554059624671936,-0.5389825105667114
132000,0.05129229794271894,0.005011703819036484,-5.25,-5.328942589828015,-1.0591328144073486,-1.2775870561599731,-1.1415858268737793,-1.2360246181488037,-1.0815935134887695,-0.5831739902496338,-0.6058372259140015
133000,0.051229271828336,0.005921585485339165,-5.25,-5.276262470668111,-1.0586774349212646,-1.2545177936553955,-1.149598240852356,-1.2734659910202026,-1.0649144649505615,-0.6021856069564819,-0.6268213391304016
134000,0.05116931953382299,0.003953354898840189,-5.25,-5.401293921722969,-1.0613582134246826,-1.2600995302200317,-1.1805295944213867,-1.3052504062652588,-1.06028151512146,-0.5696470737457275,-0.5838441848754883
135000,0.05111229114721588,0.003293795743957162,-5.25,-5.271150785790398,-1.1127874851226807,-1.0801923274993896,-1.227067470550537,-1.252340316772461,-1.056358814239502,-0.7490943670272827,-0.8074567914009094
136000,0.05105804406784341,0.0025254334323108196,-5.25,-5.371225424899649,-1.0620718002319336,-1.0565706491470337,-1.0981762409210205,-1.2101324796676636,-1.058454990386963,-0.705021858215332,-0.8057430386543274
137000,0.05100644264975108,0.0022677236702293158,-5.25,-5.368575559274808,-1.1460583209991455,-1.3986316919326782,-1.1671826839447021,-1.2888649702072144,-1.1081511974334717,-0.643985390663147,-0.6371313333511353
138000,0.05095735786251569,0.002809487283229828,-5.25,-5.288242566761392,-1.0891644954681396,-1.050604224205017,-1.297420859336853,-1.25069260597229,-1.0785377025604248,-0.6561250686645508,-0.683435320854187
139000,0.05091066696860203,0.0049433158710598946,-5.75,-5.474563615595007,-1.1541657447814941,-1.3862966299057007,-1.1780004501342773,-1.4248465299606323,-1.2241902351379395,-0.5422816276550293,-0.5619254112243652
140000,0.050866253216455125,0.0030279639177024364,-5.25,-5.313054328245785,-1.1005849838256836,-1.0854685306549072,-1.1406954526901245,-1.126118540763855,-1.0609047412872314,-0.6815642714500427,-0.7852895855903625
141000,0.0508240055485605,0.00479641230776906,-6.25,-5.4285282059351205,-1.2053182125091553,-1.1281007528305054,-1.0912889242172241,-1.1910083293914795,-1.0735676288604736,-0.6524632573127747,-0.7593463659286499
142000,0.0507838183237426,0.0027900971472263336,-5.25,-5.285145250902622,-1.171887993812561,-1.055715560913086,-1.2874000072479248,-1.0871918201446533,-1.069313406944275,-0.6723389625549316,-0.7202874422073364
143000,0.050745591053006786,0.0023161631543189287,-5.25,-5.25599990079102,-1.072758674621582,-1.066319227218628,-1.0652923583984375,-1.091965675354004,-1.0500292778015137,-0.7427465319633484,-0.8579996228218079
144000,0.05070922814826453,0.0013833499979227781,-5.25,-5.252319334723202,-1.064259648323059,-1.0729297399520874,-1.1872990131378174,-1.1606138944625854,-1.053428053855896,-0.6384049654006958,-0.7369570732116699
145000,0.05067463868331337,0.000724246958270669,-5.25,-5.252771554492148,-1.0539296865463257,-1.0541841983795166,-1.0500143766403198,-1.0553158521652222,-1.0476127862930298,-0.7301219701766968,-0.8453751802444458
146000,0.0506417361664741,0.0012686799746006727,-5.25,-5.302167737621012,-1.2536015510559082,-1.062170386314392,-1.3578643798828125,-1.1043164730072021,-1.0651514530181885,-0.6212435960769653,-0.6395589113235474
147000,0.05061043832431645,0.002061043167486787,-5.25,-5.260275787294752,-1.2396701574325562,-1.0487290620803833,-1.2034492492675781,-1.075310230255127,-1.0642732381820679,-0.6829227209091187,-0.7210703492164612
148000,0.05058066689593272,0.0022621722891926765,-5.25,-5.565324219754209,-1.260741949081421,-1.1171720027923584,-1.2348769903182983,-1.2445741891860962,-1.1521284580230713,-0.7539809942245483,-0.8189361691474915
149000,0.050552347437244696,0.0013390195090323687,-5.25,-5.298071292527211,-1.0988481044769287,-1.0910942554473877,-1.169250726699829,-1.1670806407928467,-1.0618748664855957,-0.6396511793136597,-0.7398466467857361
150000,0.05052540913485472,0.004418045282363892,-5.25,-5.400006710074883,-1.0808756351470947,-1.576467752456665,-1.05353844165802,-1.5874375104904175,-1.0605753660202026,-0.6539000868797302,-0.5608433485031128
151000,0.050499784628975274,0.012635914608836174,-5.25,-5.474559690985087,-1.1060211658477783,-1.5468858480453491,-1.0925416946411133,-1.5105308294296265,-1.0894253253936768,-0.7383507490158081,-0.6541140079498291
152000,0.05047540984499445,0.013881849125027657,-5.25,-5.360801693576833,-1.0460221767425537,-1.3296505212783813,-1.0841114521026611,-1.3574750423431396,-1.0676281452178955,-0.6642621755599976,-0.6469098329544067
153000,0.050452223833256045,0.009251353330910206,-5.25,-5.376534254262537,-1.0672696828842163,-1.0660943984985352,-1.2436238527297974,-1.296671748161316,-1.087256669998169,-0.6094222068786621,-0.6973358988761902
154000,0.050430168616653656,0.004213747568428516,-6.75,-5.600538866208934,-1.3976845741271973,-1.2167481184005737,-1.3927538394927979,-1.3257360458374023,-1.2355973720550537,-0.605894148349762,-0.5893120765686035
155000,0.05040918904565772,0.0021466463804244995,-5.25,-5.285829637811961,-1.0411508083343506,-1.2164605855941772,-1.1399118900299072,-1.2912770509719849,-1.0262724161148071,-0.5728558897972107,-0.5911539196968079
156000,0.050389232660412994,0.005639111623167992,-6.25,-5.392696468648997,-1.1505324840545654,-1.2171967029571533,-1.356337308883667,-1.1010748147964478,-1.168186068534851,-0.6126778721809387,-0.6976407766342163
157000,0.050370249559561535,0.00959919486194849,-5.25,-5.702130359470593,-1.4253009557724,-1.58305025100708,-1.3562650680541992,-1.2449500560760498,-1.1629929542541504,-0.489253431558609,-0.3892231583595276
158000,0.05035219227546336,0.017212966457009315,-7.75,-5.507592424803593,-1.1723182201385498,-1.529407024383545,-1.4744378328323364,-1.1369571685791016,-1.2136331796646118,-0.5179874300956726,-0.3783542215824127
159000,0.05033501565550261,0.028102898970246315,-5.75,-5.780347450729281,-1.4589680433273315,-1.3372782468795776,-1.2978910207748413,-1.3977367877960205,-1.29660964012146,-0.7469884753227234,-0.7789722084999084
160000,0.05031867674918248,0.012810544110834599,-5.25,-5.31427894064657,-1.1632006168365479,-1.1778104305267334,-1.1514065265655518,-1.1434605121612549,-1.0654535293579102,-0.6729077100753784,-0.7749043107032776
161000,0.05030313470072661,0.002288627438247204,-5.25,-5.265883570261562,-1.096729040145874,-1.0763208866119385,-1.1585566997528076,-1.2582534551620483,-1.0646162033081055,-0.6309354901313782,-0.7283288836479187
162000,0.05028835064691837,0.0006486396305263042,-5.25,-5.299949668936751,-1.0604631900787354,-1.091119408607483,-1.2164379358291626,-1.1691009998321533,-1.0371544361114502,-0.5724989175796509,-0.6680570840835571
163000,0.050274287619922566,0.00411386601626873,-5.25,-5.353686236614244,-1.064134955406189,-1.0618600845336914,-1.344761848449707,-1.349392294883728,-1.06351900100708,-0.5703912973403931,-0.5837073922157288
164000,0.05026091045484661,0.0040537044405937195,-5.25,-5.3364358686398425,-1.0574535131454468,-1.1852082014083862,-1.1421059370040894,-1.2851608991622925,-1.0599238872528076,-0.6792558431625366,-0.7268041372299194
165000,0.050248185701809965,0.004146151710301638,-5.75,-5.2965206739934665,-1.0639431476593018,-1.1285154819488525,-1.3699357509613037,-1.3967621326446533,-1.3111567497253418,-0.6472967267036438,-0.6998175382614136
166000,0.050236081542302,0.0014972395729273558,-5.75,-5.412243162376802,-1.2082113027572632,-1.2217559814453125,-1.253668189048767,-1.194088339805603,-1.242828369140625,-0.6460949182510376,-0.6931836009025574
167000,0.05022456770961917,0.0006860332796350121,-5.25,-5.262036869845346,-1.0823009014129639,-1.0762947797775269,-1.2402164936065674,-1.2246394157409668,-1.1091710329055786,-0.6256075501441956,-0.7178087830543518
168000,0.050213615413182484,0.00011183854803675786,-5.25,-5.2519757060652665,-1.1025002002716064,-1.0882822275161743,-1.0934803485870361,-1.099744439125061,-1.0844104290008545,-0.7576645612716675,-0.8710004687309265
169000,0.05020319726654606,0.00046639054198749363,-5.25,-5.250000014795714,-1.0539816617965698,-1.0551097393035889,-1.0541832447052002,-1.0581177473068237,-1.0520448684692383,-0.719605565071106,-0.834858238697052
170000,0.05019328721891673,0.0005530659109354019,-6.25,-5.327355474231129,-1.1905920505523682,-1.2099628448486328,-1.1632182598114014,-1.1720468997955322,-1.0724341869354248,-0.7537988424301147,-0.836113452911377
171000,0.0501838604900135,0.0012491726083680987,-5.25,-5.317248124950586,-1.1276473999023438,-1.0649633407592773,-1.3672802448272705,-1.259050965309143,-1.3297080993652344,-0.6790405511856079,-0.7453340888023376
172000,0.05017489350810396,0.004759709816426039,-5.75,-5.753724387730395,-1.2939629554748535,-1.1906840801239014,-1.3416635990142822,-1.1829931735992432,-1.2176865339279175,-0.6528715491294861,-0.6707038879394531
173000,0.05016636385106264,0.005591892637312412,-5.25,-5.327284676766583,-1.0930836200714111,-1.0635392665863037,-1.2045013904571533,-1.1072149276733398,-1.0637710094451904,-0.6831186413764954,-0.7887631058692932
174000,0.05015825019030404,0.003432156052440405,-5.25,-5.269041198344579,-1.0696669816970825,-1.0584650039672852,-1.212829828262329,-1.1009938716888428,-1.057318091392517,-0.6582537889480591,-0.7615476846694946
175000,0.05015053223745004,0.002029621973633766,-5.25,-5.25507387183621,-1.056755542755127,-1.0630053281784058,-1.077757716178894,-1.078564167022705,-1.0504028797149658,-0.7209461331367493,-0.836198627948761
176000,0.050143190693598405,0.0027939840219914913,-5.25,-5.260848421261096,-1.140378475189209,-1.1270250082015991,-1.3062667846679688,-1.1983102560043335,-1.1766767501831055,-0.7501448392868042,-0.848633885383606
177000,0.05013620720106547,0.0014183690072968602,-5.25,-5.351191510680625,-1.0687353610992432,-1.049582839012146,-1.0494753122329712,-1.0843902826309204,-1.0383167266845703,-0.7120753526687622,-0.827328085899353
178000,0.05012956429748236,0.00033249054104089737,-5.25,-5.2500014211881325,-1.0736548900604248,-1.0518581867218018,-1.060072660446167,-1.0736101865768433,-1.0505164861679077,-0.7157996892929077,-0.8310527801513672
179000,0.05012324537212998,0.00035539796226657927,-5.25,-5.2583838179776325,-1.062512755393982,-1.0575973987579346,-1.063680648803711,-1.0634901523590088,-1.050123929977417,-0.7138355374336243,-0.8290888071060181
180000,0.05011723462440358,0.0002731640706770122,-5.25,-5.262987429875549,-1.0571482181549072,-1.0816481113433838,-1.2555370330810547,-1.1766821146011353,-1.0533993244171143,-0.5748003721237183,-0.6660199165344238
181000,0.05011151702430298,0.0018917626002803445,-5.25,-5.299678112679705,-1.0589478015899658,-1.0516191720962524,-1.0664693117141724,-1.0702444314956665,-1.047959327697754,-0.7093638181686401,-0.8246169090270996
182000,0.05010607827484975,0.0011847319547086954,-5.25,-5.252979134064972,-1.0575824975967407,-1.0710316896438599,-1.0832006931304932,-1.0968139171600342,-1.0634009838104248,-0.7221601605415344,-0.8369587659835815
183000,0.05010090477633736,0.004626966081559658,-5.25,-5.423413567936301,-1.0602576732635498,-1.0506888628005981,-1.1029616594314575,-1.0960973501205444,-1.0579724311828613,-0.7059838175773621,-0.819013237953186
184000,0.05009598359232476,0.004165979567915201,-5.25,-5.290637237607216,-1.0612236261367798,-1.056769847869873,-1.151759386062622,-1.0996739864349365,-1.0541069507598877,-0.6798498034477234,-0.7880051732063293
185000,0.05009130241728859,0.0034344634041190147,-6.75,-5.6792960607519705,-1.4403976202011108,-1.2525634765625,-1.3686448335647583,-1.4994056224822998,-1.5217326879501343,-0.48890456557273865,-0.5717048048973083
186000,0.050086849545852956,0.0024342923425137997,-5.25,-5.307315937592238,-1.221604824066162,-1.0628104209899902,-1.0645675659179688,-1.26608407497406,-1.0575823783874512,-0.7378629446029663,-0.8305209875106812
187000,0.050082613843519856,0.002510670805349946,-5.25,-5.342140967522765,-1.2742183208465576,-1.1116809844970703,-1.0719729661941528,-1.257515788078308,-1.0716946125030518,-0.6937679052352905,-0.7751249670982361
188000,0.05007858471882718,0.0025976626202464104,-5.25,-5.316495581625511,-1.2584903240203857,-1.0570627450942993,-1.2500218152999878,-1.3525975942611694,-1.0715994834899902,-0.5862011909484863,-0.6524022221565247
189000,0.05007475209686453,0.0035391077399253845,-5.25,-5.333604597942936,-1.2540777921676636,-1.0659931898117065,-1.3356592655181885,-1.2876323461532593,-1.0881917476654053,-0.750930905342102,-0.8911892771720886
190000,0.05007110639408067,0.0032003603409975767,-6.25,-5.313164706098738,-1.0580867528915405,-1.0549015998840332,-1.2772369384765625,-1.306748867034912,-1.0526856184005737,-0.5465537309646606,-0.6305508613586426
191000,0.05006763849431967,0.0020975512452423573,-5.25,-5.389808657077383,-1.0483719110488892,-1.0620999336242676,-1.0769034624099731,-1.080794095993042,-1.05305814743042,-0.7093343734741211,-0.8245875239372253
192000,0.0500643397260258,0.003313254565000534,-5.25,-5.332078702842821,-1.092645287513733,-1.0885605812072754,-1.2260099649429321,-1.1387325525283813,-1.0582873821258545,-0.6700259447097778,-0.7686425447463989
193000,0.05006120184056006,0.0035313782282173634,-5.75,-5.382926855618478,-1.0671522617340088,-1.1046546697616577,-1.3460766077041626,-1.2979778051376343,-1.074255347251892,-0.5273005366325378,-0.6064055562019348
194000,0.050058216991574325,0.003199461381882429,-5.25,-5.28293342139156,-1.153120994567871,-1.1088460683822632,-1.2849361896514893,-1.293459177017212,-1.057540774345398,-0.5807294845581055,-0.6492626667022705
195000,0.05005537771539141,0.003731595352292061,-5.25,-5.344100315304567,-1.1031676530838013,-1.123828649520874,-1.2150499820709229,-1.235715627670288,-1.1235888004302979,-0.6896837949752808,-0.8257851600646973
196000,0.050052676912341935,0.0032723001204431057,-5.25,-5.282184769282619,-1.0514509677886963,-1.0941215753555298,-1.1664358377456665,-1.1901049613952637,-1.0593297481536865,-0.6143335103988647,-0.7115837931632996
197000,0.050050107829011495,0.0022232630290091038,-5.25,-5.271988748449646,-1.050416350364685,-1.0715795755386353,-1.302735447883606,-1.186679720878601,-1.056650996208191,-0.5293407440185547,-0.6164186596870422
198000,0.050047664041353586,0.0035454982426017523,-5.25,-5.3267365974671455,-1.3283064365386963,-1.3393932580947876,-1.1126121282577515,-1.1566959619522095,-1.2737748622894287,-0.6454434990882874,-0.8646556735038757
199000,0.05004533943862615,0.008133796975016594,-5.25,-5.978574852973327,-1.0535228252410889,-1.085787057876587,-1.2729157209396362,-1.175500512123108,-1.0635734796524048,-0.5416876673698425,-0.6294388771057129
