method,episode,step,time_h,base_cum,decayed_cum,penalty_cum,base_add,decayed_add,penalty_add
DQN-Pure,0,1,0.0005555555555555556,0,0,0,0,0,0
DQN-Pure,0,2,0.0011111111111111111,0,0,0,0,0,0
DQN-Pure,0,3,0.0016666666666666666,0,0,0,0,0,0
DQN-Pure,0,4,0.0022222222222222222,0,0,0,0,0,0
DQN-Pure,0,5,0.002777777777777778,0,0,0,0,0,0
DQN-Pure,0,6,0.0033333333333333335,0,0,0,0,0,0
DQN-Pure,0,7,0.003888888888888889,0,0,0,0,0,0
DQN-Pure,0,8,0.0044444444444444444,0,0,0,0,0,0
DQN-Pure,0,9,0.005,0,0,0,0,0,0
DQN-Pure,0,10,0.005555555555555556,0,0,0,0,0,0
DQN-Pure,0,11,0.006111111111111111,0,0,0,0,0,0
DQN-Pure,0,12,0.006666666666666667,0,0,0,0,0,0
DQN-Pure,0,13,0.007222222222222223,0,0,0,0,0,0
DQN-Pure,0,14,0.007777777777777778,0,0,0,0,0,0
DQN-Pure,0,15,0.008333333333333333,0,0,0,0,0,0
DQN-Pure,0,16,0.008888888888888889,141,141,0,141,141,0
DQN-Pure,0,17,0.009444444444444445,141,141,0,0,0,0
DQN-Pure,0,18,0.01,141,141,0,0,0,0
DQN-Pure,0,19,0.010555555555555556,141,141,0,0,0,0
DQN-Pure,0,20,0.011111111111111112,141,141,0,0,0,0
DQN-Pure,0,21,0.011666666666666667,372,372,0,231,231,0
DQN-Pure,0,22,0.012222222222222223,624,624,0,252,252,0
DQN-Pure,0,23,0.012777777777777779,624,624,0,0,0,0
DQN-Pure,0,24,0.013333333333333334,624,624,0,0,0,0
DQN-Pure,0,25,0.01388888888888889,1052,1052,0,428,428,0
DQN-Pure,0,26,0.014444444444444446,1052,1052,0,0,0,0
DQN-Pure,0,27,0.015000000000000001,1052,1052,0,0,0,0
DQN-Pure,0,28,0.015555555555555557,1052,1052,0,0,0,0
DQN-Pure,0,29,0.01611111111111111,1192,1192,0,140,140,0
DQN-Pure,0,30,0.016666666666666666,1192,1192,0,0,0,0
DQN-Pure,0,31,0.017222222222222222,1286,1286,0,94,94,0
DQN-Pure,0,32,0.017777777777777778,1286,1286,0,0,0,0
DQN-Pure,0,33,0.018333333333333333,1286,1286,0,0,0,0
DQN-Pure,0,34,0.01888888888888889,1286,1286,0,0,0,0
DQN-Pure,0,35,0.019444444444444445,1286,1286,0,0,0,0
DQN-Pure,0,36,0.02,1286,1286,0,0,0,0
DQN-Pure,0,37,0.020555555555555556,1286,1286,0,0,0,0
DQN-Pure,0,38,0.021111111111111112,1286,1286,0,0,0,0
DQN-Pure,0,39,0.021666666666666667,1286,1286,0,0,0,0
DQN-Pure,0,40,0.022222222222222223,1286,1286,0,0,0,0
DQN-Pure,0,41,0.02277777777777778,1286,1286,0,0,0,0
DQN-Pure,0,42,0.023333333333333334,1286,1286,0,0,0,0
DQN-Pure,0,43,0.02388888888888889,1286,1286,0,0,0,0
DQN-Pure,0,44,0.024444444444444446,1286,1286,0,0,0,0
DQN-Pure,0,45,0.025,1286,1286,0,0,0,0
DQN-Pure,0,46,0.025555555555555557,1286,1286,0,0,0,0
DQN-Pure,0,47,0.026111111111111113,1286,1286,0,0,0,0
DQN-Pure,0,48,0.02666666666666667,1286,1286,0,0,0,0
DQN-Pure,0,49,0.027222222222222224,1286,1286,0,0,0,0
DQN-Pure,0,50,0.02777777777777778,1286,1286,0,0,0,0
DQN-Pure,0,51,0.028333333333333335,1286,1286,0,0,0,0
DQN-Pure,0,52,0.02888888888888889,1286,1286,0,0,0,0
DQN-Pure,0,53,0.029444444444444447,1286,1286,0,0,0,0
DQN-Pure,0,54,0.030000000000000002,1286,1286,0,0,0,0
DQN-Pure,0,55,0.030555555555555558,1286,1286,0,0,0,0
DQN-Pure,0,56,0.031111111111111114,1286,1286,0,0,0,0
DQN-Pure,0,57,0.03166666666666667,1286,1286,0,0,0,0
DQN-Pure,0,58,0.03222222222222222,1286,1286,0,0,0,0
DQN-Pure,0,59,0.032777777777777774,1286,1286,0,0,0,0
DQN-Pure,0,60,0.033333333333333326,1286,1286,0,0,0,0
DQN-Pure,0,61,0.03388888888888888,1286,1286,0,0,0,0
DQN-Pure,0,62,0.03444444444444443,1286,1286,0,0,0,0
DQN-Pure,0,63,0.03499999999999998,1286,1286,0,0,0,0
DQN-Pure,0,64,0.035555555555555535,1286,1286,0,0,0,0
DQN-Pure,0,65,0.03611111111111109,1286,1286,0,0,0,0
DQN-Pure,0,66,0.03666666666666664,1286,1286,0,0,0,0
DQN-Pure,0,67,0.03722222222222219,1286,1286,0,0,0,0
DQN-Pure,0,68,0.037777777777777743,1286,1286,0,0,0,0
DQN-Pure,0,69,0.038333333333333296,1410,1410,0,124,124,0
DQN-Pure,0,70,0.03888888888888885,1410,1410,0,0,0,0
DQN-Pure,0,71,0.0394444444444444,1410,1410,0,0,0,0
DQN-Pure,0,72,0.03999999999999995,1410,1410,0,0,0,0
DQN-Pure,0,73,0.040555555555555504,1482,1482,0,72,72,0
DQN-Pure,0,74,0.04111111111111106,1482,1482,0,0,0,0
DQN-Pure,0,75,0.04166666666666661,1482,1482,0,0,0,0
DQN-Pure,0,76,0.04222222222222216,1482,1482,0,0,0,0
DQN-Pure,0,77,0.04277777777777771,1482,1482,0,0,0,0
DQN-Pure,0,78,0.043333333333333265,1482,1482,0,0,0,0
DQN-Pure,0,79,0.04388888888888882,1482,1482,0,0,0,0
DQN-Pure,0,80,0.04444444444444437,1482,1482,0,0,0,0
DQN-Pure,0,81,0.04499999999999992,1482,1482,0,0,0,0
DQN-Pure,0,82,0.045555555555555474,1482,1482,0,0,0,0
DQN-Pure,0,83,0.046111111111111026,1482,1482,0,0,0,0
DQN-Pure,0,84,0.04666666666666658,1482,1482,0,0,0,0
DQN-Pure,0,85,0.04722222222222213,1482,1482,0,0,0,0
DQN-Pure,0,86,0.04777777777777768,1482,1482,0,0,0,0
DQN-Pure,0,87,0.048333333333333235,1482,1482,0,0,0,0
DQN-Pure,0,88,0.04888888888888879,1482,1482,0,0,0,0
DQN-Pure,0,89,0.04944444444444434,1482,1482,0,0,0,0
DQN-Pure,0,90,0.04999999999999989,1482,1482,0,0,0,0
DQN-Pure,0,91,0.050555555555555444,1482,1482,0,0,0,0
DQN-Pure,0,92,0.051111111111110996,1482,1482,0,0,0,0
DQN-Pure,0,93,0.05166666666666655,1482,1482,0,0,0,0
DQN-Pure,0,94,0.0522222222222221,1482,1482,0,0,0,0
DQN-Pure,0,95,0.05277777777777765,1482,1482,0,0,0,0
DQN-Pure,0,96,0.053333333333333205,1482,1482,0,0,0,0
DQN-Pure,0,97,0.05388888888888876,1482,1482,0,0,0,0
DQN-Pure,0,98,0.05444444444444431,1482,1482,0,0,0,0
DQN-Pure,0,99,0.05499999999999986,1482,1482,0,0,0,0
DQN-Pure,0,100,0.055555555555555414,1482,1482,0,0,0,0
DQN-Pure,0,101,0.056111111111110966,1482,1482,0,0,0,0
DQN-Pure,0,102,0.05666666666666652,1482,1482,0,0,0,0
DQN-Pure,0,103,0.05722222222222207,1482,1482,0,0,0,0
DQN-Pure,0,104,0.05777777777777762,1761,1761,0,279,279,0
DQN-Pure,0,105,0.058333333333333175,1761,1761,0,0,0,0
DQN-Pure,0,106,0.05888888888888873,1761,1761,0,0,0,0
DQN-Pure,0,107,0.05944444444444428,1761,1761,0,0,0,0
DQN-Pure,0,108,0.05999999999999983,1761,1761,0,0,0,0
DQN-Pure,0,109,0.06055555555555538,1761,1761,0,0,0,0
DQN-Pure,0,110,0.061111111111110936,1761,1761,0,0,0,0
DQN-Pure,0,111,0.06166666666666649,1761,1761,0,0,0,0
DQN-Pure,0,112,0.06222222222222204,1761,1761,0,0,0,0
DQN-Pure,0,113,0.0627777777777776,1761,1761,0,0,0,0
DQN-Pure,0,114,0.06333333333333316,1968,1968,0,207,207,0
DQN-Pure,0,115,0.06388888888888872,1968,1968,0,0,0,0
DQN-Pure,0,116,0.06444444444444428,1968,1968,0,0,0,0
DQN-Pure,0,117,0.06499999999999984,1968,1968,0,0,0,0
DQN-Pure,0,118,0.0655555555555554,1968,1968,0,0,0,0
DQN-Pure,0,119,0.06611111111111095,1968,1968,0,0,0,0
